        36      2,607,163.81      12,379.09    83,758,696.25    18,348,357.90    65,410,338.35
        37      2,614,889.61      12,594.54    83,998,840.71    18,399,630.29    65,599,210.42
        38      2,615,346.09      12,523.85    84,002,101.16    18,404,099.74    65,598,001.42
        39      2,616,924.49      12,562.72    84,063,981.21    18,415,237.00    65,648,744.21
        40      2,625,942.85      12,492.47    84,491,110.84    18,513,856.55    65,977,254.29
        41      2,600,006.88      12,731.29    83,587,925.66    18,312,416.41    65,275,509.25
        42      2,618,006.01      12,826.04    84,215,018.41    18,448,348.76    65,766,669.65
        43      2,588,975.09      12,542.44    83,190,545.93    18,222,769.12    64,967,776.81
        44      2,591,463.93      12,276.85    83,299,533.19    18,251,042.22    65,048,490.97
        45      2,616,087.27      12,398.37    84,064,642.35    18,413,703.16    65,650,939.19
        46      2,603,995.66      12,513.94    83,786,959.79    18,355,146.10    65,431,813.69
        47      2,609,286.49      12,461.69    83,815,096.07    18,362,091.85    65,453,004.22
        48      2,614,637.73      12,545.16    84,010,903.16    18,406,584.16    65,604,319.00
        49      2,605,174.32      12,525.17    83,693,798.00    18,334,491.50    65,359,306.50
        50      2,594,730.16      12,298.02    83,305,719.95    18,249,258.91    65,056,461.04
        51      2,626,817.65      12,562.86    84,460,471.19    18,503,160.92    65,957,310.27
        52      2,637,767.04      12,641.12    84,799,400.99    18,572,892.37    66,226,508.62
        53      2,604,759.34      12,360.71    83,725,831.28    18,342,077.07    65,383,754.21
        54      2,607,647.29      12,244.44    83,773,881.84    18,349,715.48    65,424,166.36
        55      2,612,778.64      12,552.00    84,003,486.02    18,405,885.74    65,597,600.28
        56      2,613,968.51      12,411.21    84,063,081.12    18,416,756.34    65,646,324.78
        57      2,601,946.97      12,587.77    83,691,234.19    18,334,860.73    65,356,373.46
        58      2,600,093.36      12,449.85    83,491,960.46    18,290,173.18    65,201,787.28
        59      2,605,936.66      12,375.58    83,802,752.50    18,355,174.65    65,447,577.85
        60      2,607,894.27      12,638.07    83,772,638.27    18,348,924.51    65,423,713.76
        61      2,606,237.66      12,325.29    83,785,015.70    18,356,500.93    65,428,514.77
        62      2,605,937.07      12,664.36    83,710,213.05    18,336,535.16    65,373,677.89
        63      2,617,089.69      12,444.64    84,104,680.64    18,425,173.25    65,679,507.39
        64      2,610,961.96      12,214.66    83,939,719.18    18,391,825.14    65,547,894.04
        65      2,601,193.76      12,282.60    83,632,283.05    18,321,039.03    65,311,244.02
        66      2,596,431.53      12,304.17    83,455,569.14    18,284,625.60    65,170,943.54
        67      2,614,220.46      12,775.61    83,978,382.46    18,390,967.62    65,587,414.84
        68      2,599,041.34      12,728.48    83,512,361.79    18,294,676.56    65,217,685.23
        69      2,606,187.00      12,488.06    83,733,676.50    18,343,944.45    65,389,732.05
        70      2,598,292.33      12,482.29    83,402,866.45    18,276,135.47    65,126,730.98
        71      2,606,950.36      12,825.14    83,909,770.93    18,385,573.87    65,524,197.06
        72      2,605,447.32      12,453.57    83,758,048.23    18,346,403.03    65,411,645.20
        73      2,627,997.17      12,585.37    84,497,817.11    18,514,100.94    65,983,716.17
        74      2,612,955.85      12,584.11    83,937,146.77    18,390,274.71    65,546,872.06
        75      2,608,788.75      12,371.48    83,870,003.67    18,372,962.68    65,497,040.99
        76      2,594,868.69      12,325.08    83,381,017.01    18,263,220.59    65,117,796.42
        77      2,606,883.02      12,698.01    83,743,379.07    18,343,428.58    65,399,950.49
        78      2,607,018.92      12,459.54    83,724,672.00    18,341,445.38    65,383,226.62
        79      2,611,246.01      12,363.17    83,942,024.66    18,391,123.34    65,550,901.32
        80      2,588,131.39      12,527.55    83,173,989.16    18,221,131.71    64,952,857.45
        81      2,611,066.97      12,871.60    83,868,530.56    18,373,491.64    65,495,038.92
        82      2,598,282.37      12,288.13    83,554,367.15    18,304,695.23    65,249,671.92
        83      2,604,128.41      12,372.33    83,701,149.73    18,334,621.15    65,366,528.58
        84      2,601,170.98      12,362.74    83,601,854.13    18,308,356.95    65,293,497.18
        85      2,594,034.12      12,165.23    83,356,529.41    18,263,918.42    65,092,610.99
        86      2,610,625.63      12,436.84    83,882,610.77    18,372,264.48    65,510,346.29
        87      2,614,699.47      12,505.36    84,066,180.24    18,418,066.95    65,648,113.29
        88      2,601,670.94      12,311.93    83,646,882.33    18,326,134.66    65,320,747.67
        89      2,630,916.59      12,710.57    84,591,281.23    18,534,553.27    66,056,727.96
        90      2,611,308.90      12,423.82    83,853,536.55    18,374,992.71    65,478,543.84
        91      2,614,902.37      12,656.56    84,103,347.30    18,427,948.76    65,675,398.54
        92      2,605,383.61      12,340.01    83,663,317.14    18,323,822.76    65,339,494.38
        93      2,598,300.41      12,535.58    83,512,228.22    18,298,858.73    65,213,369.49
        94      2,615,297.94      12,819.54    84,055,882.91    18,417,667.64    65,638,215.27
        95      2,608,753.24      12,469.27    83,808,621.67    18,360,964.04    65,447,657.63
        96      2,603,361.20      12,494.92    83,603,439.89    18,316,693.63    65,286,746.26
        97      2,607,958.12      12,622.39    83,788,193.31    18,354,683.52    65,433,509.79
        98      2,620,341.05      12,765.20    84,197,312.72    18,446,489.85    65,750,822.87
        99      2,603,255.62      12,316.27    83,734,125.51    18,346,766.02    65,387,359.49
       100      2,614,033.62      12,764.87    84,063,228.06    18,422,643.13    65,640,584.93
       101      2,617,452.85      12,744.93    84,123,583.15    18,425,248.10    65,698,335.05
       102      2,618,229.00      12,428.21    84,096,195.33    18,423,569.71    65,672,625.62
       103      2,628,811.48      12,601.81    84,473,889.49    18,508,501.08    65,965,388.41
       104      2,621,050.56      12,453.32    84,142,971.67    18,429,558.52    65,713,413.15
       105      2,596,928.26      12,298.99    83,451,701.24    18,282,328.15    65,169,373.09
       106      2,607,307.45      12,383.75    83,835,756.52    18,365,274.28    65,470,482.24
       107      2,605,271.91      12,396.91    83,710,299.73    18,332,590.95    65,377,708.78
       108      2,619,065.38      12,520.70    84,174,935.95    18,439,755.15    65,735,180.80
       109      2,614,619.33      12,467.51    84,098,718.18    18,423,944.11    65,674,774.07
       110      2,601,793.03      12,394.89    83,569,526.05    18,309,461.71    65,260,064.34
       111      2,590,023.58      12,304.06    83,325,558.91    18,254,689.33    65,070,869.58
       112      2,612,983.07      12,693.50    84,002,630.40    18,401,350.11    65,601,280.29
       113      2,585,972.17      12,373.59    83,136,571.85    18,214,627.18    64,921,944.67
       114      2,609,235.64      12,849.34    83,953,989.36    18,391,169.07    65,562,820.29
       115      2,605,621.19      12,481.15    83,770,100.60    18,351,670.50    65,418,430.10
       116      2,594,616.38      12,390.32    83,316,656.34    18,249,539.81    65,067,116.53
       117      2,598,542.19      12,359.08    83,545,434.15    18,302,917.21    65,242,516.94
       118      2,606,006.75      12,723.14    83,806,009.85    18,358,062.33    65,447,947.52
       119      2,602,994.18      12,651.92    83,668,978.67    18,326,599.91    65,342,378.76
       120      2,599,292.76      12,374.70    83,515,284.99    18,294,470.06    65,220,814.93
       121      2,611,423.36      12,508.14    83,918,411.62    18,385,221.90    65,533,189.72
       122      2,627,269.10      12,533.69    84,482,347.40    18,505,473.58    65,976,873.82
       123      2,610,762.08      12,315.36    83,944,632.63    18,390,403.57    65,554,229.06
       124      2,608,611.95      12,463.09    83,906,718.48    18,381,335.46    65,525,383.02
       125      2,592,440.15      12,692.12    83,329,209.55    18,252,587.21    65,076,622.34
       126      2,620,864.88      12,455.42    84,197,972.90    18,442,809.92    65,755,162.98
       127      2,618,897.86      12,267.18    84,210,370.59    18,446,413.00    65,763,957.59
       128      2,586,667.35      12,318.93    83,110,097.44    18,201,111.17    64,908,986.27
       129      2,586,259.16      12,402.72    83,130,768.95    18,208,483.14    64,922,285.81
       130      2,569,507.17      12,095.03    82,571,800.59    18,088,121.73    64,483,678.86
       131      2,581,063.89      12,467.53    82,950,263.34    18,173,012.02    64,777,251.32
       132      2,588,329.06      12,501.11    83,201,453.26    18,228,412.78    64,973,040.48
       133      2,584,413.89      12,112.59    83,116,208.39    18,211,038.81    64,905,169.58
       134      2,580,321.52      12,113.88    82,896,090.15    18,162,329.00    64,733,761.15
       135      2,571,288.90      12,188.72    82,675,703.63    18,111,224.02    64,564,479.61
       136      2,601,662.25      12,368.06    83,609,533.54    18,313,569.39    65,295,964.15
       137      2,566,964.15      12,357.84    82,543,433.35    18,084,531.25    64,458,902.10
       138      2,583,729.38      12,407.32    82,971,946.63    18,181,753.08    64,790,193.55
       139      2,595,068.07      12,512.31    83,484,623.63    18,287,467.33    65,197,156.30
       140      2,591,283.38      12,334.20    83,261,631.24    18,243,030.44    65,018,600.80
       141      2,584,721.29      12,747.83    83,062,335.33    18,195,547.57    64,866,787.76
       142      2,585,288.97      12,252.01    83,111,041.06    18,209,274.68    64,901,766.38
       143      2,587,011.81      12,581.52    83,177,970.11    18,225,148.01    64,952,822.10
       144      2,593,341.52      12,414.58    83,361,906.93    18,265,711.76    65,096,195.17
       145      2,587,800.41      12,247.01    83,159,960.82    18,221,071.42    64,938,889.40
       146      2,604,097.86      12,728.27    83,708,439.43    18,340,659.07    65,367,780.36
       147      2,581,071.52      12,634.54    82,990,783.27    18,179,347.30    64,811,435.97
       148      2,578,446.11      12,352.19    82,913,115.57    18,160,271.77    64,752,843.80
       149      2,581,264.23      12,342.73    83,021,756.62    18,190,289.20    64,831,467.42
       150      2,579,456.57      12,401.04    82,839,621.99    18,148,955.82    64,690,666.17
       151      2,596,621.29      12,477.44    83,431,599.96    18,279,582.57    65,152,017.39
       152      2,588,540.52      12,445.94    83,158,257.05    18,215,575.93    64,942,681.12
       153      2,578,424.68      12,164.73    82,895,107.55    18,160,338.29    64,734,769.26
       154      2,593,317.14      12,567.70    83,357,476.06    18,258,543.38    65,098,932.68
       155      2,581,917.16      12,459.27    82,978,316.09    18,181,916.59    64,796,399.50
       156      2,589,347.06      12,553.65    83,266,609.47    18,243,653.00    65,022,956.47
       157      2,580,725.60      12,236.13    83,003,950.70    18,183,398.88    64,820,551.82
       158      2,578,638.36      12,199.14    82,834,839.10    18,142,084.28    64,692,754.82
       159      2,591,280.54      12,214.70    83,258,563.55    18,239,559.55    65,019,004.00
       160      2,582,916.03      12,192.53    82,998,034.76    18,179,064.33    64,818,970.43
       161      2,572,081.75      12,549.30    82,657,258.86    18,105,091.65    64,552,167.21
       162      2,590,136.54      12,328.64    83,245,197.17    18,233,451.63    65,011,745.54
       163      2,593,422.57      12,118.85    83,340,550.30    18,260,764.69    65,079,785.61
       164      2,586,877.85      12,580.47    83,220,299.31    18,230,519.09    64,989,780.22
       165      2,586,683.72      12,321.30    83,107,326.21    18,205,508.85    64,901,817.36
       166      2,596,321.09      12,461.97    83,500,259.68    18,295,605.24    65,204,654.44
       167      2,591,627.80      12,398.15    83,250,052.27    18,240,922.56    65,009,129.71
       168      2,594,408.45      12,440.33    83,408,295.71    18,272,218.26    65,136,077.45
       169      2,588,051.42      12,290.96    83,190,881.65    18,223,765.64    64,967,116.01
       170      2,585,076.03      12,443.22    83,067,258.32    18,199,600.39    64,867,657.93
       171      2,597,169.92      12,286.75    83,413,870.75    18,271,034.07    65,142,836.68
       172      2,565,160.17      12,590.58    82,399,421.17    18,053,095.67    64,346,325.50
       173      2,571,767.62      12,255.71    82,556,374.80    18,084,666.17    64,471,708.63
       174      2,598,585.54      12,248.87    83,483,052.48    18,289,763.99    65,193,288.49
       175      2,580,456.36      11,993.71    82,976,363.70    18,181,891.08    64,794,472.62
       176      2,581,093.51      12,175.71    83,000,580.83    18,185,695.54    64,814,885.29
       177      2,598,323.50      12,181.85    83,515,721.78    18,293,910.69    65,221,811.09
       178      2,582,492.66      12,201.41    83,010,413.47    18,185,162.36    64,825,251.11
       179      2,576,651.55      12,446.14    82,834,193.47    18,142,388.11    64,691,805.36
       180      2,576,201.37      12,442.04    82,827,735.30    18,148,470.25    64,679,265.05
       181      2,577,989.29      12,361.91    82,816,134.56    18,139,968.16    64,676,166.40
       182      2,611,409.83      12,503.50    83,967,141.27    18,397,424.15    65,569,717.12
       183      2,585,869.10      12,331.59    83,050,344.63    18,191,905.75    64,858,438.88
       184      2,590,921.29      12,415.82    83,291,370.45    18,245,397.10    65,045,973.35
       185      2,564,209.16      12,293.50    82,523,521.95    18,079,344.42    64,444,177.53
       186      2,586,735.23      12,121.91    83,134,559.74    18,211,199.12    64,923,360.62
       187      2,598,263.67      12,426.81    83,436,514.57    18,280,042.06    65,156,472.51
       188      2,557,828.02      12,157.46    82,207,780.68    18,006,880.59    64,200,900.09
       189      2,598,573.50      12,426.41    83,510,920.76    18,293,745.64    65,217,175.12
       190      2,596,201.03      12,428.91    83,402,281.86    18,276,536.09    65,125,745.77
       191      2,599,991.51      12,232.20    83,496,469.11    18,291,879.45    65,204,589.66
       192      2,583,994.46      12,323.38    83,075,081.00    18,201,126.88    64,873,954.12
       193      2,584,693.23      12,344.91    83,126,025.27    18,209,391.87    64,916,633.40
       194      2,610,366.77      12,556.38    83,837,143.31    18,366,071.55    65,471,071.76
       195      2,566,172.81      12,247.66    82,534,391.42    18,079,551.12    64,454,840.30
       196      2,577,646.43      12,289.03    82,886,597.00    18,160,560.80    64,726,036.20
       197      2,576,518.55      12,248.90    82,774,696.66    18,136,958.77    64,637,737.89
       198      2,589,749.07      12,668.70    83,261,401.59    18,243,591.93    65,017,809.66
       199      2,572,065.71      12,176.05    82,635,091.99    18,105,176.82    64,529,915.17
       200      2,602,997.49      12,217.71    83,616,402.46    18,319,085.73    65,297,316.73
       201      2,588,139.30      12,433.23    83,187,727.24    18,225,948.65    64,961,778.59
       202      2,591,127.46      12,418.34    83,258,128.31    18,239,047.46    65,019,080.85
       203      2,609,508.25      12,704.85    83,932,700.83    18,384,745.48    65,547,955.35
       204      2,573,703.35      12,232.76    82,720,755.75    18,120,647.72    64,600,108.03
       205      2,589,233.00      12,584.20    83,169,719.95    18,220,651.16    64,949,068.79
       206      2,607,131.73      12,625.76    83,805,131.75    18,354,818.11    65,450,313.64
       207      2,601,971.64      12,272.50    83,539,914.93    18,304,156.57    65,235,758.36
       208      2,582,510.80      12,410.25    82,978,446.97    18,177,704.56    64,800,742.41
       209      2,558,549.87      12,059.34    82,174,104.11    17,999,217.68    64,174,886.43
       210      2,575,279.01      12,502.79    82,745,739.81    18,122,160.24    64,623,579.57
       211      2,584,533.12      12,384.61    83,081,047.95    18,200,535.95    64,880,512.00
       212      2,588,761.08      12,210.82    83,098,408.39    18,206,286.77    64,892,121.62
       213      2,583,391.28      12,259.06    82,894,932.80    18,156,890.16    64,738,042.64
       214      2,599,350.18      12,773.26    83,564,516.80    18,306,831.42    65,257,685.38
       215      2,583,159.64      12,427.49    83,034,068.84    18,188,556.23    64,845,512.61
       216      2,601,685.06      12,578.86    83,612,460.80    18,317,613.04    65,294,847.76
       217      2,590,035.36      12,250.51    83,236,883.22    18,231,717.10    65,005,166.12
       218      2,589,755.74      12,299.47    83,270,106.90    18,239,471.57    65,030,635.33
       219      2,579,033.94      12,740.56    82,911,128.76    18,158,359.44    64,752,769.32
       220      2,592,333.66      12,234.08    83,297,736.56    18,246,522.09    65,051,214.47
       221      2,571,484.81      12,552.28    82,644,115.70    18,103,188.55    64,540,927.15
       222      2,579,645.92      12,589.21    82,970,111.90    18,182,048.63    64,788,063.27
       223      2,582,472.87      12,393.61    82,963,943.71    18,173,367.96    64,790,575.75
       224      2,599,223.60      12,473.67    83,557,601.94    18,303,307.51    65,254,294.43
       225      2,590,949.92      12,611.09    83,269,588.16    18,239,345.67    65,030,242.49
       226      2,592,302.34      12,496.05    83,303,150.87    18,251,054.53    65,052,096.34
       227      2,582,241.68      12,572.25    83,008,880.94    18,187,454.49    64,821,426.45
       228      2,575,549.23      12,463.00    82,791,359.82    18,140,339.86    64,651,019.96
       229      2,573,321.90      12,295.29    82,741,727.48    18,129,350.39    64,612,377.09
       230      2,593,449.93      12,359.61    83,277,957.37    18,236,869.88    65,041,087.49
       231      2,606,251.14      12,563.97    83,800,684.06    18,359,473.30    65,441,210.76
       232      2,590,256.34      12,700.02    83,272,313.77    18,238,012.27    65,034,301.50
       233      2,595,685.81      12,237.99    83,468,440.47    18,289,996.01    65,178,444.46
       234      2,564,386.45      12,087.15    82,374,852.43    18,046,903.06    64,327,949.37
       235      2,566,156.83      12,013.78    82,510,049.37    18,071,558.78    64,438,490.59
       236      2,603,680.33      12,409.33    83,661,329.68    18,325,715.79    65,335,613.89
       237      2,599,868.83      12,336.66    83,558,920.66    18,305,109.20    65,253,811.46
       238      2,589,700.39      12,609.16    83,284,494.20    18,243,104.89    65,041,389.31
       239      2,565,728.06      12,419.60    82,434,423.18    18,057,445.87    64,376,977.31
       240      2,591,978.58      12,501.45    83,288,071.75    18,245,519.45    65,042,552.30
       241      2,586,395.01      12,467.43    83,163,528.22    18,215,447.39    64,948,080.83
       242      2,593,954.02      12,397.00    83,395,345.81    18,267,334.64    65,128,011.17
       243      2,586,533.48      12,450.41    83,153,449.16    18,216,825.14    64,936,624.02
       244      2,585,286.42      12,394.76    83,075,215.21    18,199,927.19    64,875,288.02
       245      2,572,753.02      12,459.11    82,722,444.23    18,123,544.56    64,598,899.67
       246      2,574,494.35      12,185.20    82,784,282.71    18,133,341.51    64,650,941.20
       247      2,587,535.31      12,365.76    83,165,245.44    18,221,212.61    64,944,032.83
       248      2,597,860.11      12,386.95    83,526,499.82    18,298,294.01    65,228,205.81
       249      2,587,994.48      12,389.77    83,150,422.65    18,212,808.32    64,937,614.33
       250      2,565,500.18      12,331.05    82,477,485.03    18,067,571.74    64,409,913.29
       251      2,606,475.30      12,473.85    83,826,965.72    18,363,952.58    65,463,013.14
       252      2,588,399.87      12,250.24    83,288,617.16    18,245,815.15    65,042,802.01
       253      2,586,977.35      12,362.83    83,230,340.78    18,234,275.08    64,996,065.70
       254      2,581,368.79      12,303.14    82,969,169.77    18,179,433.70    64,789,736.07
